pair,trial,repetition,role,tangram,message,num_words,correct
pair71,59,5,director,J,"diamond, square left edges",4,1
pair71,60,5,director,D,waiter,1,1
pair71,61,6,director,E,bunny ears,2,1
pair71,62,6,director,L,process of kneeling,3,1
pair71,63,6,director,H,"diamond, blocky, right at bottom",5,1
pair71,64,6,director,A,beak,1,1
pair71,65,6,director,K,praying,1,1
pair71,66,6,director,F,sitting/knees bent,2,1
pair71,67,6,director,C,doesn't know,2,1
pair71,68,6,director,G,high heel,2,1
pair71,69,6,director,J,"diamond, square left edges",4,1
pair71,70,6,director,I,yoga,1,1
pair71,71,6,director,B,rat,1,1
pair71,72,6,director,D,waiter,1,1
pair72,1,1,director,C,looks like a man with his arms out wide,9,1
pair72,2,1,director,H,"no arms, one little foot stub to the right",9,1
pair72,3,1,director,J,"body is mostly a box, but with a chunk taken out of the right side",15,1
pair72,4,1,director,L,body looks like an s with sharp corners,8,1
pair72,5,1,director,D,"body is facing left, with an arm sticking out",9,1
pair72,5,1,director,D,arm is like a square with a spike sticking out,10,1
pair72,5,1,matcher,D,sitting or standing?,3,1
pair72,5,1,director,D,i'd say standing,3,1
pair72,6,1,director,B,"top of the the body is a square, with a triangle dangling off the right hand side",17,1
pair72,6,1,director,B,"below the square to the left is a spike that makes it look almost like a mouse, if the square was an ear",23,1
pair72,7,1,director,G,"it's the same as the last one, but looks more abstract",11,1
pair72,7,1,director,G,the bottom right has a dangling triangle,7,1
pair72,8,1,director,A,"looks like theres a square on the top right of the figure, and it has one foot on the ground facing left, one in the air also facing left",29,1
pair72,9,1,director,F,sad man laying down facing left,6,1
pair72,9,1,director,F,legs bent,2,1
pair72,10,1,director,E,sad bunny thing looking right,5,1
pair72,11,1,director,K,there's a box on top of a box. the body is really jagged,13,1
pair72,11,1,director,K,but there's two boxes the same size stacked on their corners,11,1
pair72,12,1,director,I,"the only one that has a shape standing on 1 leg, but not the one that we did earlier",19,1
pair72,13,2,director,J,the perfect box with a chunk taken out,8,1
pair72,13,2,matcher,J,is it facing/pointing right?,4,1
pair72,14,2,director,A,the dancing one with only one foot on the ground,10,1
pair72,14,2,director,A,other foot in the air,5,1
pair72,15,2,director,C,man with arms held out wide to each side,9,1
pair72,16,2,director,L,pointed s shaped dude,4,1
pair72,17,2,director,B,the mouse looking left with the square ear,8,1
pair72,18,2,director,H,the one with no arms facing right,7,1
pair72,18,2,director,H,weird leg pointing right,4,1
pair72,19,2,director,D,facing left with a pointed arm,6,1
pair72,19,2,director,D,box arm that looks like a hanging sleeve,8,1
pair72,20,2,director,E,sad bunny looking right,4,1
pair72,21,2,director,G,weird abstract mouse looking left,5,1
pair72,22,2,director,K,box stacked on a box,5,1
pair72,22,2,director,K,ragged body,2,1
pair72,23,2,director,I,"one leg on the ground, kicking to the right",9,1
pair72,23,2,director,I,left is a box on a triangle on a triangle,10,1
pair72,24,2,director,F,sad man looking left,4,1
pair72,25,3,director,I,the kicking left that we did two choice ago,9,1
pair72,25,3,director,I,kicking right*,2,1
pair72,26,3,director,B,mouse with square ear,4,1
pair72,27,3,director,G,abstract mouse,2,1
pair72,28,3,director,H,"no arms, facing right",4,1
pair72,29,3,director,K,squares stacked,2,1
pair72,29,3,director,K,ragged body,2,1
pair72,30,3,director,F,sad man,2,1
pair72,31,3,director,A,"one leg down, one leg up on the left",9,1
pair72,32,3,director,D,"facing left, arm with a square sleeve",7,1
pair72,33,3,director,C,arms wide out,3,1
pair72,34,3,director,L,s shaped body,3,1
pair72,35,3,director,J,box body facing right missing a chunk,7,1
pair72,36,3,director,E,sad bunny facing right,4,1
pair72,37,4,director,F,sad man looking left,4,1
pair72,38,4,director,B,mouse looking left,3,1
pair72,39,4,director,G,abstract mouse,2,1
pair72,40,4,director,D,box sleeve man,3,1
pair72,41,4,director,L,s body shape,3,1
pair72,42,4,director,I,"one leg down, other one kicked up to the right",10,1
pair72,43,4,director,H,no arms man,3,1
pair72,44,4,director,A,"one leg down, one to the left",7,1
pair72,45,4,director,E,sad bunny,2,1
pair72,46,4,director,J,square body missing chunk,4,1
pair72,47,4,director,C,arms wide out,3,1
pair72,48,4,director,K,square on top of square,5,1
pair72,49,5,director,E,sad bunny,2,1
pair72,50,5,director,J,chunk missing square,3,1
pair72,51,5,director,F,sad man,2,1
pair72,52,5,director,L,s shape,2,1
pair72,53,5,director,C,wide out arms,3,1
pair72,54,5,director,G,abstract bunny,2,1
pair72,55,5,director,H,no arms,2,1
pair72,56,5,director,K,squares stacked,2,1
pair72,57,5,director,I,leg kicked out to right,5,1
pair72,58,5,director,B,mouse,1,1
pair72,59,5,director,D,square sleeve,2,1
pair72,60,5,director,A,leg kicked out to left,5,1
pair72,61,6,director,G,abstract bunny,2,1
pair72,62,6,director,E,sad bunny,2,1
pair72,63,6,director,C,arms wide out,3,1
pair72,64,6,director,J,chunked out box,3,1
pair72,65,6,director,K,boxes stacked,2,1
pair72,66,6,director,A,leg out to the left,5,1
pair72,67,6,director,H,no arms,2,1
pair72,68,6,director,D,box sleeve,2,1
pair72,69,6,director,I,leg kicked out right,4,1
pair72,70,6,director,L,s shaped body,3,1
pair72,71,6,director,F,sad man,2,1
pair72,72,6,director,B,mouse,1,1
pair73,1,1,director,D,"triangle head looks like holding a book, facing left",9,1
pair73,1,1,matcher,D,"i think we should come up with 'names' for the 'poses'....so they're always the 'same', you know?  let me see....",20,1
pair73,1,1,matcher,D,"looks like holding a book out, wearing long draping robes, maybe?  wait, triangle head or diamond head?",17,1
pair73,1,1,director,D,diamond sorry,2,1
pair73,1,1,director,D,drape-y yes,2,1
pair73,2,1,director,J,"point is to the right, looks like the shape of a state",12,1
pair73,2,1,director,J,not easy,2,1
pair73,2,1,director,J,small point on the bottom,5,1
pair73,2,1,matcher,J,"ok, diamond is centered, kind of looks like minnesota?",9,1
pair73,2,1,matcher,J,ok...let's call it minnesota then!,5,1
pair73,3,1,director,B,"going to say diamond off to the right, possibly looks like a tea pot",14,1
pair73,3,1,director,B,triangle on corner of diamond,5,1
pair73,3,1,matcher,B,hmm...,1,1
pair73,3,1,matcher,B,"oh, the triangle is kind of hanging off?",8,1
pair73,3,1,director,B,triangle to bottom left also,5,1
pair73,3,1,director,B,yes,1,1
pair73,3,1,matcher,B,"bottom left like a little mountain, or pyramid?",8,1
pair73,3,1,director,B,pyramid,1,1
pair73,3,1,matcher,B,"ok.  um...shall we call it pyramid?  a little odd, but whatever.",11,1
pair73,4,1,director,L,"monk squatting to the right, point in the middle",9,1
pair73,4,1,matcher,L,squatting monk.,2,1
pair73,5,1,director,E,"rabbit ears, sitting facing right",5,1
pair73,5,1,matcher,E,"square head, with it's 'knee' up a bit?  rabbit it is.",11,1
pair73,6,1,director,A,frankenstein looking square head hanging off foot up,8,1
pair73,6,1,director,A,foot kicking forward,3,1
pair73,6,1,matcher,A,"ah yes, definitely looks like frankenstein, or a play-acting ghost.  frank is good.",13,1
pair73,7,1,director,C,"choir boy, hands up",4,1
pair73,7,1,director,C,diamond head,2,1
pair73,7,1,matcher,C,is it the one that kind of looks like a long shadow leaning to the left?,16,1
pair73,7,1,director,C,"looks like monk, leaning left both arms in the air reaching for the sky",14,1
pair73,7,1,matcher,C,choir boy is fine.,4,1
pair73,8,1,director,G,"square on the corner, looks like a short witch's boot",10,1
pair73,8,1,matcher,G,hm...not getting that...,3,1
pair73,8,1,director,G,upside down triangle on the right,6,1
pair73,8,1,matcher,G,"that looks like a person in a lunge position, to me.  what shall we call it?",16,1
pair73,8,1,director,G,look like a boot,4,1
pair73,8,1,matcher,G,boot is good.,3,1
pair73,9,1,director,K,"kneeling monk , point on back",6,1
pair73,10,1,director,F,"sleeping sitting up, facing left",5,1
pair73,10,1,director,F,sleeper,1,1
pair73,10,1,matcher,F,"yeah, a reclining figure/sleeper is good.",6,1
pair73,11,1,director,H,"monk facing forward, no arm, point to the right, forward monk",11,1
pair73,11,1,matcher,H,"the one that looks more like a candle, maybe, or the one that looks kind of like a roundhouse kick?",20,1
pair73,11,1,director,H,candle,1,1
pair73,11,1,matcher,H,"ok, so the one that's all wrapped up tight.  ok.",10,1
pair73,12,1,director,I,"ice skater, two points to the left, leg kicking back",10,1
pair73,12,1,matcher,I,skater,1,1
pair73,13,2,director,E,rabbit,1,1
pair73,14,2,director,I,skater,1,1
pair73,15,2,director,F,sleeper,1,1
pair73,16,2,director,C,choir boy,2,1
pair73,17,2,director,H,"forward monk, candle looking",4,1
pair73,18,2,director,L,squatting monk,2,1
pair73,19,2,director,D,monk (facing left),3,1
pair73,19,2,matcher,D,with the book?,3,1
pair73,19,2,director,D,yes,1,1
pair73,20,2,director,B,minnesota,1,0
pair73,21,2,director,J,"minnesota, looks like a candle",5,1
pair73,22,2,director,A,frank,1,1
pair73,23,2,director,K,"kneeling monk, pointing to the left",6,1
pair73,23,2,director,K,right,1,1
pair73,24,2,director,G,boot,1,1
pair73,25,3,director,L,squatting monk to the right,5,1
pair73,26,3,director,G,boot,1,1
pair73,27,3,director,E,rabbit ears,2,1
pair73,28,3,director,J,minnesota,1,1
pair73,29,3,director,H,forward monk,2,1
pair73,30,3,director,F,sleeper to the left,4,1
pair73,31,3,director,C,choir boy,2,1
pair73,32,3,director,I,skater,1,1
pair73,33,3,director,B,pyramid,1,1
pair73,34,3,director,A,frank,1,1
pair73,35,3,director,K,kneeling monk,2,1
pair73,36,3,director,D,monk with book facing left,5,1
pair73,37,4,director,F,sleeper,1,1
pair73,38,4,director,H,forward monk,2,1
pair73,39,4,director,K,kneeling monk to the right,5,1
pair73,40,4,director,A,frank,1,1
pair73,41,4,director,L,squatting monk to the right,5,1
pair73,42,4,director,I,skater,1,1
pair73,43,4,director,G,boot,1,1
pair73,44,4,director,B,pyramid,1,1
pair73,45,4,director,D,monk with book to the left,6,1
pair73,46,4,director,J,minnesota,1,1
pair73,47,4,director,C,choir boy,2,1
pair73,48,4,director,E,rabbit ears,2,1
pair73,49,5,director,K,kneeling monk to the right,5,1
pair73,50,5,director,F,sleeper,1,1
pair73,51,5,director,J,minnesota,1,1
pair73,52,5,director,G,boot,1,1
pair73,53,5,director,D,monk with book to the left,6,1
pair73,54,5,director,C,choir boy,2,1
pair73,55,5,director,L,squatting monk to the right,5,1
pair73,56,5,director,E,rabbit ears,2,1
pair73,57,5,director,H,forward monk,2,1
pair73,58,5,director,A,frank,1,1
pair73,59,5,director,B,pyramid,1,1
pair73,60,5,director,I,skater,1,1
pair73,61,6,director,I,skater,1,1
pair73,62,6,director,H,forward monk,2,1
pair73,63,6,director,L,squatting monk to the right,5,1
pair73,64,6,director,A,frank,1,1
pair73,65,6,director,F,sleeper,1,1
pair73,66,6,director,K,kneeling monk,2,1
pair73,67,6,director,G,boot,1,1
pair73,68,6,director,B,pyramid,1,1
pair73,69,6,director,J,minnesota,1,1
pair73,70,6,director,E,rabbit ears,2,1
pair73,71,6,director,D,monk with book,3,1
pair73,72,6,director,C,choir boy,2,1
pair74,1,1,director,D,"the shape looks like someone is holding a tray, the tray is to their right.",15,0
pair74,2,1,director,J,this shape has a straight angle looks like a square or rectangle on one side,15,0
pair74,2,1,director,J,only one like it,4,0
pair74,3,1,director,H,"this shape is standing straight, both shoulders are at a downward slope, no arms outstretched",15,1
pair74,4,1,director,K,"this shape is holding a tray, tray is on my right. there are two similar figures this one does not look like a zig zag at the bottom.",28,1
pair74,5,1,director,I,this figure is leaning towards my left. one foot is planted the other is up so the legs form an upside down 'left' shape.,24,1
pair74,6,1,director,C,looks like someone has arms outstretched,6,1
pair74,7,1,director,L,holding tray on my right,5,1
pair74,7,1,director,L,zig zag shape,3,1
pair74,8,1,director,B,figure kneeling arms out sleeves look like triangles,8,1
pair74,9,1,director,A,kicking leg up head looks like beak,7,1
pair74,10,1,director,G,"upper body at angle, leg on my left is resting on floor",12,1
pair74,10,1,director,G,leg on my left looks like shin is on floor,10,1
pair74,11,1,director,F,resting against something on my right,6,1
pair74,11,1,director,F,sitting,1,1
pair74,12,1,director,E,sitting resting on my left,5,1
pair74,13,2,director,B,kneeling with arms out,4,0
pair74,13,2,director,B,repeat,1,0
pair74,14,2,director,J,"my left is straight angle like square, another one we did before",12,0
pair74,14,2,director,J,shoulder is 90 degree,4,0
pair74,15,2,director,H,straight figure shoulders downwards angle,5,1
pair74,16,2,director,F,leaning sitting on my right,5,1
pair74,17,2,director,I,back kick,2,1
pair74,18,2,director,D,holding tray on my left,5,1
pair74,19,2,director,A,beak head,2,0
pair74,20,2,director,C,angel,1,1
pair74,21,2,director,L,tray on my right zig zag,6,1
pair74,22,2,director,K,tray on my right not zig zag,7,1
pair74,23,2,director,E,sitting leaning my left,4,1
pair74,24,2,director,G,leg laying on floor,4,1
pair74,24,2,director,G,shin down,2,1
pair74,25,3,director,C,angel,1,1
pair74,26,3,director,A,beak head,2,1
pair74,27,3,director,L,zig zag,2,1
pair74,28,3,director,K,not zig zag,3,1
pair74,29,3,director,F,leaning on my right,4,1
pair74,30,3,director,E,leaning on left,3,1
pair74,31,3,director,I,back kick,2,1
pair74,32,3,director,D,tray on my left,4,1
pair74,33,3,director,H,shoulders down,2,1
pair74,34,3,director,J,left side straight angle,4,1
pair74,35,3,director,G,shin down,2,1
pair74,36,3,director,B,kneeling arms out,3,1
pair74,37,4,director,J,left straight angle,3,1
pair74,38,4,director,C,angel,1,1
pair74,39,4,director,D,left tray,2,1
pair74,40,4,director,G,shin down,2,1
pair74,41,4,director,L,zig zag,2,1
pair74,42,4,director,A,beak head,2,1
pair74,43,4,director,I,back kick,2,1
pair74,44,4,director,F,leaning right,2,1
pair74,45,4,director,E,leaning left,2,1
pair74,46,4,director,K,not zig zag,3,0
pair74,47,4,director,B,arms out kneeling,3,1
pair74,48,4,director,H,shoulders down,2,1
pair74,49,5,director,E,leaning left,2,1
pair74,50,5,director,I,back kick,2,1
pair74,51,5,director,K,not zig zag,3,1
pair74,52,5,director,H,shoulders down,2,1
pair74,53,5,director,D,left tray,2,1
pair74,54,5,director,A,beak,1,1
pair74,55,5,director,G,shin down,2,1
pair74,56,5,director,F,leaning right,2,1
pair74,57,5,director,L,zig zag,2,1
pair74,58,5,director,B,kneeling,1,1
pair74,58,5,director,B,arms out,2,1
pair74,59,5,director,J,left straight angle,3,0
pair74,60,5,director,C,angel,1,1
pair74,61,6,director,B,kneeling,1,0
pair74,62,6,director,J,left straight,2,0
pair74,63,6,director,A,beak,1,1
pair74,64,6,director,C,angel,1,1
pair74,65,6,director,L,zig zag,2,1
pair74,66,6,director,D,tray left,2,1
pair74,67,6,director,E,leaning left,2,1
pair74,68,6,director,G,shin down,2,1
pair74,69,6,director,H,shoulders down,2,1
pair74,70,6,director,I,back kick,2,1
pair74,71,6,director,F,leaning right,2,0
pair74,72,6,director,K,not zig zag,3,1
pair75,1,1,director,F,its a guy facing left sitting down,7,1
pair75,2,1,director,E,girl facing right,3,1
pair75,2,1,director,E,looks like bunny ears sorta,5,1
pair75,2,1,matcher,E,big bow?,2,1
pair75,3,1,director,K,looks like a person kneeling but looking towards the sky,10,1
pair75,3,1,matcher,K,completely kneeling or about to kneel?,6,1
pair75,3,1,director,K,but with a sharp triangle out of the legs,9,1
pair75,3,1,director,K,call it a pointed feet i guess,7,1
pair75,4,1,director,B,triangle arms outstretched,3,0
pair75,4,1,matcher,B,like falling backwards?,3,0
pair75,4,1,director,B,like sitting,2,0
pair75,4,1,director,B,square tilted back,3,0
pair75,5,1,director,I,looks like a guy doing a karate kick facing right,10,1
pair75,6,1,director,D,looks like a guy pointing left,6,1
pair75,6,1,director,D,standing,1,1
pair75,6,1,director,D,diamond head,2,1
pair75,7,1,director,J,diamond head,2,1
pair75,7,1,director,J,pointing to the right,4,1
pair75,7,1,director,J,but like a huge weird shape as the body,9,1
pair75,8,1,director,A,looks like a square falling off of their back,9,0
pair75,8,1,director,A,and he's kicking to the left,6,0
pair75,9,1,director,H,this is like a diamond head,6,1
pair75,9,1,director,H,and then the body looks like a sleeping bag,9,1
pair75,10,1,director,G,looks like triangle arms,4,1
pair75,10,1,director,G,and then a square rolling off to the left,9,1
pair75,10,1,director,G,huge shape almost touches left side of the square,9,1
pair75,11,1,director,C,left leaning ghost man,4,1
pair75,11,1,director,C,diamond head,2,1
pair75,11,1,director,C,like they are falling over,5,1
pair75,11,1,director,C,to the left,3,1
pair75,12,1,director,L,right facing like sitting at a desk,7,1
pair75,13,2,director,A,looks like dirt kicking man,5,1
pair75,13,2,director,A,square rolling to the right off of the back,9,1
pair75,14,2,director,H,sleeping bag,2,1
pair75,15,2,director,I,karate kick,2,1
pair75,16,2,director,F,man sitting against tree,4,1
pair75,16,2,director,F,facing left,2,1
pair75,17,2,director,B,sitting on ground head back,5,1
pair75,17,2,director,B,arms out,2,1
pair75,17,2,director,B,call it sky lady,4,1
pair75,17,2,director,B,it's like square tilting to the right,7,1
pair75,17,2,director,B,and then a big triangle as the right arm,9,1
pair75,18,2,director,C,ghost man,2,1
pair75,18,2,director,C,falling man,2,1
pair75,19,2,director,L,the zig zag sitting guy facing right,7,1
pair75,19,2,director,L,call him school guy,4,1
pair75,20,2,director,D,diamond head pointing to the left,6,1
pair75,20,2,director,D,call him preacher,3,1
pair75,21,2,director,K,triangle butt,2,1
pair75,21,2,director,K,lady facing right diamond head,5,1
pair75,21,2,director,K,or girl kneeling,3,1
pair75,21,2,matcher,K,pointy feet?,2,1
pair75,21,2,director,K,pointy feet,2,1
pair75,22,2,director,E,bunny ear girl,3,1
pair75,23,2,director,G,the one where the image almost touches the left of the box,12,1
pair75,24,2,director,J,diamond head pointing right,4,0
pair75,25,3,director,E,bunny ears,2,1
pair75,26,3,director,C,falling man,2,1
pair75,27,3,director,B,yelling at sky girl,4,1
pair75,28,3,director,G,image almost touches left of box,6,1
pair75,29,3,director,K,pointy feet,2,1
pair75,30,3,director,H,sleeping bag,2,1
pair75,31,3,director,I,karate kick,2,1
pair75,32,3,director,A,kicking dirt,2,1
pair75,33,3,director,F,leaning against tree,3,1
pair75,33,3,director,F,sitting down,2,1
pair75,34,3,director,D,diamond head left facing preacher,5,1
pair75,34,3,director,D,standing,1,1
pair75,35,3,director,J,diamond head pointing right,4,1
pair75,35,3,director,J,weird shape,2,1
pair75,36,3,director,L,zig zag,2,1
pair75,36,3,director,L,diamond head right pointing,4,1
pair75,37,4,director,H,sleeping bag,2,1
pair75,38,4,director,K,pointy feet,2,1
pair75,39,4,director,F,sitting tree leaner,3,1
pair75,40,4,director,J,diamond head,2,1
pair75,40,4,director,J,pointing right weird shape,4,1
pair75,41,4,director,G,image almost touches left of box,6,1
pair75,41,4,matcher,G,pointy head weird shape could be diamond on cliff,9,1
pair75,42,4,director,E,bunny ear,2,1
pair75,43,4,director,I,karate kick,2,1
pair75,44,4,director,L,zig zag,2,1
pair75,44,4,director,L,diamond head,2,1
pair75,45,4,director,B,sky lady,2,1
pair75,46,4,director,D,preacher,1,1
pair75,47,4,director,A,dirt kicker,2,1
pair75,48,4,director,C,falling guy,2,1
pair75,49,5,director,F,tree leaner,2,1
pair75,50,5,director,A,dirt kicker,2,1
pair75,51,5,director,B,sky lady,2,1
pair75,52,5,director,I,karate kick,2,1
pair75,53,5,director,D,preacher,1,1
pair75,54,5,director,J,cliff,1,1
pair75,55,5,director,L,zig zag diamond head,4,1
pair75,56,5,director,H,sleeping bag,2,1
pair75,57,5,director,G,image almost touches box,4,1
pair75,58,5,director,K,pointy feet,2,1
pair75,59,5,director,E,bunny ears,2,1
pair75,60,5,director,C,falling guy,2,1
pair75,61,6,director,J,cliff,1,1
pair75,62,6,director,A,dirt kicker,2,1
pair75,63,6,director,B,sky lady,2,1
pair75,64,6,director,C,falling guy,2,1
pair75,65,6,director,I,karate kick,2,1
pair75,66,6,director,H,sleeping bag,2,1
pair75,67,6,director,F,tree leaner,2,1
pair75,68,6,director,E,bunny ears,2,1
pair75,69,6,director,L,zig zag,2,1
pair75,69,6,director,L,diamond head,2,1
pair75,70,6,director,D,preacher,1,1
pair75,71,6,director,K,pointy feet,2,1
pair75,72,6,director,G,image almost touches left of box,6,1
pair76,1,1,director,H,target is square sitting on to of the figure that looks like a person with legs tucked in,18,0
pair76,2,1,director,A,figure is looking down with one leg in air and a square on back,14,1
pair76,3,1,director,K,square balanced on its corner at the very top with the point of a triangle sticking out to the right below that,22,0
pair76,4,1,director,F,"looks like a person sitting with legs in front of them and head down, looks like their napping",18,1
pair76,5,1,director,I,looks like a person standing on one leg with other leg in the air behind them and both arms in front,21,1
pair76,6,1,director,D,looks like persons standing wearing robes holding something in their hands,11,1
pair76,7,1,director,E,"looks like a person sitting, looking down, with a bow on their head",13,1
pair76,8,1,director,G,"looks like a person kneeling, looking behind themselves, arms to the front one near head one near ground",18,1
pair76,9,1,director,B,"looks like a person kneeling, feet behind, one arm behind, one arm in front",14,1
pair76,10,1,director,L,looks like person squatting arms together in front,8,1
pair76,11,1,director,J,"looks like person standing arms and feet together both in front, back forms rectangle",14,1
pair76,12,1,director,C,looks like ghost floating while waving arms,7,1
pair76,13,2,director,E,guy sitting with bow on head again,7,1
pair76,14,2,director,A,"looks like a person with a long pointy face looking down at a raised foot, square on his back",19,1
pair76,15,2,director,K,"looks like a person kneeling, holding something out in front of them",12,1
pair76,16,2,director,I,"looks like person standing on one leg with other behind, both arms out in front",15,0
pair76,17,2,director,G,the one you just picked,5,1
pair76,18,2,director,C,ghost,1,1
pair76,19,2,director,B,person kneeling one arm front one arm back feet together,10,1
pair76,20,2,director,F,person sitting legs in front of the arms not visible,10,0
pair76,21,2,director,H,person sitting or kneeling no legs or arms visible,9,1
pair76,22,2,director,L,person squatting holding something infront of them,7,0
pair76,23,2,director,J,the one you just picked,5,1
pair76,24,2,director,D,"looks like person standing holding something in their hands, in front of themselves",13,1
pair76,25,3,director,A,"long pointy face looking down at one raised foot, square on back",12,1
pair76,26,3,director,L,squatting with arms together in the front,7,1
pair76,27,3,director,B,"kneeling feet behind, one arm behind one in front, one arm touches head",13,1
pair76,28,3,director,D,standing holding something in front,5,1
pair76,29,3,director,I,"standing on one leg, other leg behind, both arms in front",11,0
pair76,30,3,director,F,sitting legs extended in front no arms no bow,9,1
pair76,31,3,director,H,"sitting or kneeling, no arms no legs",7,1
pair76,32,3,director,E,sitting bow on head,4,1
pair76,33,3,director,C,ghost,1,1
pair76,34,3,director,J,"standing feet and hands to front, hands level with shoulders",10,0
pair76,35,3,director,G,"kneeling looking behind,arms in front, one near head",8,0
pair76,36,3,director,K,kneeling holding something in front,5,1
pair76,37,4,director,A,long pointy face looking down at one raised foot square on back,12,1
pair76,38,4,director,G,"kneeling looking behind, arms to front, one near head",9,0
pair76,39,4,director,K,kneeling holding something in front,5,1
pair76,40,4,director,B,kneeling one arm behind one in front near head arm is perfect triangle,13,1
pair76,41,4,director,E,bow on head,3,1
pair76,42,4,director,I,"standing on one leg other behind, both arms raised in front",11,0
pair76,43,4,director,F,sitting legs extended in front no arms no bow,9,1
pair76,44,4,director,D,standing holding something in front,5,1
pair76,45,4,director,L,kneeling holding something in front,5,0
pair76,46,4,director,C,ghost,1,1
pair76,47,4,director,H,"sitting or kneeling, no arms or legs",7,0
pair76,48,4,director,J,the one you just picked,5,1
pair76,49,5,director,A,"long pointy face looking at one raised foot, square on back",11,1
pair76,50,5,director,I,"standing on one leg, other leg raised behind, both arms raised in front",13,1
pair76,51,5,director,J,standing arms in front at shoulder height,7,0
pair76,52,5,director,B,"kneeling one hand behind, one hand in front, hand is perfect triangle",12,1
pair76,53,5,director,H,"sitting or kneeling, no legs or arms",7,1
pair76,54,5,director,L,squatting holding something in front,5,1
pair76,55,5,director,D,standing holding something in front,5,1
pair76,56,5,director,F,sitting legs in front no bow,6,1
pair76,57,5,director,K,kneeling holding something in front,5,1
pair76,58,5,director,G,kneeling looking behind both arms in front one near head,10,0
pair76,59,5,director,E,bow on head,3,1
pair76,60,5,director,C,ghost,1,1
pair76,61,6,director,I,standing on one foot one leg behind both arms raised in front,12,0
pair76,62,6,director,A,long pointy face looking down at raised foot square on back,11,1
pair76,63,6,director,E,bow on head,3,1
pair76,64,6,director,H,kneeling or sitting no legs no arms,7,1
pair76,65,6,director,L,squatting holding something in front,5,1
pair76,66,6,director,F,sitting legs in front no bow,6,1
pair76,67,6,director,J,standing arms in front at shoulder height,7,1
pair76,68,6,director,G,"kneeling, looking behind, both arms in front",7,0
pair76,69,6,director,D,standing holding something in front,5,1
pair76,70,6,director,C,ghost,1,1
pair76,71,6,director,B,kneeling one arm in front one in back front arm perfect triangle,12,1
pair76,72,6,director,K,kneeling holding something in front,5,1
pair77,1,1,director,C,ghost like,2,1
pair77,1,1,director,C,hands up,2,1
pair77,1,1,matcher,C,is it leaning?,3,1
pair77,2,1,director,F,sitting down with one leg forward,6,1
pair77,2,1,director,F,leg is on the left side,6,1
pair77,2,1,matcher,F,foot visible?,2,1
pair77,2,1,director,F,yes. back is parallel to the right side of the box,11,1
pair77,3,1,director,L,looks like praying,3,1
pair77,3,1,director,L,arm on the right side of the box,8,1
pair77,3,1,matcher,L,legs standing knees bent?,4,1
pair77,4,1,director,G,head is on lest side and two hands in the air,11,1
pair77,4,1,director,G,kind of a horse,4,1
pair77,4,1,director,G,with two legs in air,5,1
pair77,5,1,director,B,head is a square attached to a triangle,8,1
pair77,6,1,director,K,kind of praying but one leg pointing up,8,0
pair77,6,1,director,K,square head,2,0
pair77,7,1,director,D,a hat thats point is pointing left,7,0
pair77,7,1,matcher,D,right angle triangle on ground?,5,0
pair77,7,1,director,D,square head,2,0
pair77,7,1,director,D,back is straight,3,0
pair77,7,1,director,D,not sitting down,3,0
pair77,8,1,director,I,falling down,2,0
pair77,9,1,director,E,sitting down looking down square head,6,0
pair77,10,1,director,A,head tipping off horse like,5,1
pair77,10,1,director,A,one leg in the air,5,1
pair77,10,1,matcher,A,repeat?,1,1
pair77,10,1,matcher,A,facing left or right?,4,1
pair77,12,1,matcher,H,"is it one that looks like a seated woman back to the left, bow in hair?",16,0
pair77,14,2,director,J,triangle head,2,0
pair77,14,2,director,J,one shoulder pointing towards right,5,0
pair77,14,2,matcher,J,body shape?,2,0
pair77,14,2,director,J,one triangle leg,3,0
pair77,14,2,director,J,both on right side,4,0
pair77,15,2,director,H,very plain figure,3,1
pair77,15,2,matcher,H,solid straight up?,3,1
pair77,16,2,director,D,hat pointing left,3,1
pair77,16,2,director,D,it was previously there,4,1
pair77,16,2,director,D,triangle head,2,1
pair77,16,2,matcher,D,one arm to left?,4,1
pair77,17,2,director,B,head with triangle attached,4,1
pair77,18,2,director,L,praying with bent legs,4,1
pair77,19,2,director,I,one leg in the air,5,1
pair77,19,2,director,I,two arms on left,4,1
pair77,19,2,director,I,exercise position,2,1
pair77,20,2,director,F,sitting,1,1
pair77,20,2,director,F,one leg on left,4,1
pair77,20,2,director,F,back on right,3,1
pair77,21,2,director,G,horse like,2,1
pair77,22,2,director,E,flower head,2,1
pair77,23,2,director,C,ghost,1,1
pair77,23,2,director,C,flying,1,1
pair77,24,2,director,A,head tipping off,3,1
pair77,24,2,director,A,one leg in air left side,6,1
pair77,25,3,director,I,exercise,1,1
pair77,26,3,director,B,head with triangle attached,4,1
pair77,27,3,director,C,ghost,1,1
pair77,28,3,director,L,pray,1,1
pair77,29,3,director,K,pray with one leg folded,5,1
pair77,30,3,director,E,flower head,2,1
pair77,31,3,director,H,very plain,2,1
pair77,32,3,director,F,sitting,1,1
pair77,33,3,director,D,hat,1,1
pair77,33,3,director,D,left,1,1
pair77,34,3,director,J,shoulder and leg on right side,6,1
pair77,35,3,director,A,head tipping right,3,1
pair77,35,3,director,A,gorilla,1,1
pair77,36,3,director,G,one leg in air lest horse,6,1
pair77,36,3,director,G,horse,1,1
pair77,37,4,director,J,plain with two triangles,4,0
pair77,37,4,director,J,right side,2,0
