group,group_size,trial,repetition,tangram,message,n_words,n_correct,n_matchers
group089,6,30,3,K,i call him monk with hood,6,5.0,5
group089,6,30,3,K,monk with no hump,4,5.0,5
group089,6,30,3,K,is his brother,3,5.0,5
group089,6,30,3,K,monk with hump is the right one,7,5.0,5
group089,6,31,3,G,big bertha,2,4.0,5
group089,6,31,3,G,she has a thicc booty,5,4.0,5
group089,6,31,3,G,ands he's doing opera or kissing someone's hand,8,4.0,5
group089,6,31,3,G,she has one little triangle foot,6,4.0,5
group089,6,32,3,D,like the penguin boi,4,4.0,5
group089,6,32,3,D,but he's pointing left,4,4.0,5
group089,6,32,3,D,like a little gnome wizard pointing left,7,4.0,5
group089,6,32,3,D,his body looks like a boot,6,4.0,5
group089,6,32,3,D,pointing left,2,4.0,5
group089,6,33,3,J,penguin boi,2,3.0,5
group089,6,34,3,E,bunny ears,2,5.0,5
group089,6,35,3,C,falling down guy,3,5.0,5
group089,6,35,3,C,arms in the air,4,5.0,5
group089,6,35,3,C,he throws his arms up in the air sometimes,9,5.0,5
group089,6,36,4,J,penguin,1,3.0,5
group089,6,36,4,J,boi,1,3.0,5
group089,6,37,4,H,sleeping bag boi,3,3.0,5
group089,6,37,4,H,diamond head,2,3.0,5
group089,6,37,4,H,curves to right at bottom,5,3.0,5
group089,6,38,4,L,crouched,1,5.0,5
group089,6,38,4,L,flat back,2,5.0,5
group089,6,38,4,L,arms to right,3,5.0,5
group089,6,39,4,I,figure skater !,3,3.0,5
group089,6,40,4,E,classic bunny ears,3,2.0,5
group089,6,41,4,D,priest,1,4.0,5
group089,6,41,4,D,arms to left pointing,4,4.0,5
group089,6,42,4,C,falling**,1,5.0,5
group089,6,42,4,C,arms in the air,4,5.0,5
group089,6,43,4,B,disconnected triangle,2,4.0,5
group089,6,43,4,B,small foot to left,4,4.0,5
group089,6,44,4,A,zombie,1,4.0,5
group089,6,44,4,A,thriller vibe,2,4.0,5
group090,6,0,1,K,Kneeling with hands out. Has a slight tail standing up,10,2.0,5
group090,6,0,1,K,"Tail pointing up, hands right",5,2.0,5
group090,6,1,1,I,"Standing on one leg, leaning to the left",8,5.0,5
group090,6,2,1,B,"kneeling down, facing right. arms in the air slightly",9,2.0,5
group090,6,2,1,B,foot or tail sticking out to left,7,2.0,5
group090,6,3,1,C,leaning to the left like they have scored a goal,10,5.0,5
group090,6,3,1,C,arms in the air,4,5.0,5
group090,6,3,1,C,body slightly diagonal,3,5.0,5
group090,6,3,1,C,"yes, either side",3,5.0,5
group090,6,4,1,G,not really a body shape. Looks like a somebody sitting down maybe. Head just attached,15,2.0,5
group090,6,4,1,G,Looking to the left.,4,2.0,5
group090,6,4,1,G,But there is a picture of somebody sitting down - ignore that,12,2.0,5
group090,6,4,1,G,like a tail to the right,6,2.0,5
group090,6,4,1,G,arms behind the head,4,2.0,5
group090,6,4,1,G,just a weird body shape,5,2.0,5
group090,6,4,1,G,like the shape of italy,5,2.0,5
group090,6,5,1,J,almost a square body. arm pointing slightly to the right,10,5.0,5
group090,6,5,1,J,small triangle to bottom right,5,5.0,5
group090,6,5,1,J,it's the squarest body of them all,7,5.0,5
group090,6,5,1,J,"yes, straight to the top",5,5.0,5
group090,6,6,1,F,sitting down in slouched position facing left,7,5.0,5
group090,6,6,1,F,proper body shape,3,5.0,5
group090,6,6,1,F,yes - knees bent,4,5.0,5
group090,6,7,1,H,straight up body but curves to the right slightly at the bottom,12,5.0,5
group090,6,7,1,H,no arms or legs,4,5.0,5
group090,6,7,1,H,"no hands, no arms.",4,5.0,5
group090,6,7,1,H,"Almost hexagon body, but has a bit at the bottom right",11,5.0,5
group090,6,8,1,A,"like a dancing bear. Facing left, 1 leg slightly lifted",10,4.0,5
group090,6,8,1,A,arms hanging to the right too,6,4.0,5
group090,6,8,1,A,head looks like it could fall off,7,4.0,5
group090,6,9,1,L,like a priest praying. Facing right. Almost in kneeling position,10,4.0,5
group090,6,9,1,L,No tail or legs in the air,7,4.0,5
group090,6,10,1,D,"Another priest type one. Facing left, standing up",8,5.0,5
group090,6,10,1,D,arms and hand straight,4,5.0,5
group090,6,11,1,E,weird shape. Like a palm tree or bunny ears from the head,12,4.0,5
group090,6,11,1,E,body is of 2 triangles. Looking right,7,4.0,5
group090,6,12,2,C,leaning diagonally to the left,5,5.0,5
group090,6,12,2,C,like a goalkeeper,3,5.0,5
group090,6,12,2,C,yes. on either side,4,5.0,5
group090,6,13,2,D,like a priest giving a blessing arms straight,8,5.0,5
group090,6,13,2,D,standing straight facing left,4,5.0,5
group090,6,13,2,D,arm to left,3,5.0,5
group090,6,14,2,H,like italy,2,2.0,5
group090,6,14,2,H,body like a sack,4,2.0,5
group090,6,14,2,H,no arms,2,2.0,5
group090,6,14,2,H,shapeless body,2,2.0,5
group090,6,15,2,E,body looks like a triangle,5,4.0,5
group090,6,15,2,E,head has 2 bunny ears sticking out,7,4.0,5
group090,6,16,2,F,like man sitting under a tree,6,4.0,5
group090,6,16,2,F,knees bent,2,4.0,5
group090,6,16,2,F,yes facing left,3,4.0,5
group090,6,17,2,A,like a bear with one leg lifted,7,4.0,5
group090,6,17,2,A,head is teetering off,4,4.0,5
group090,6,18,2,I,like a man leaning forward with leg straight,8,5.0,5
group090,6,18,2,I,facing left,2,5.0,5
group090,6,18,2,I,tail sticking out,3,5.0,5
group090,6,19,2,K,like a nun kneeling down facing right,7,5.0,5
group090,6,19,2,K,arms on right,3,5.0,5
group090,6,19,2,K,straight body,2,5.0,5
group090,6,20,2,L,like a priest half kneeling down,6,5.0,5
group090,6,20,2,L,facing right,2,5.0,5
group090,6,21,2,B,like a woman kneeling down,5,5.0,5
group090,6,21,2,B,triangle in front of head,5,5.0,5
group090,6,21,2,B,head facing right,3,5.0,5
group090,6,21,2,B,tilting down slightly,3,5.0,5
group090,6,21,2,B,no splits,2,5.0,5
group090,6,21,2,B,body quite straight,3,5.0,5
group090,6,21,2,B,has a small triangular tail,5,5.0,5
group090,6,22,2,G,body leaning forward to the right,6,4.0,5
group090,6,22,2,G,2 arms to the right,5,4.0,5
group090,6,22,2,G,looks like he is kneeling,5,4.0,5
group090,6,22,2,G,body not a block,4,4.0,5
group090,6,22,2,G,graceful body,2,4.0,5
group090,6,22,2,G,no legs. look like kneeling,5,4.0,5
group090,6,22,2,G,looks more female,3,4.0,5
group090,6,23,2,J,almost square body,3,5.0,5
group090,6,23,2,J,bigger on top than bottom,5,5.0,5
group090,6,23,2,J,yes. small,2,5.0,5
group090,6,24,3,C,goalkeeper,1,4.0,5
group090,6,24,3,C,save,1,4.0,5
group090,6,24,3,C,arms out,2,4.0,5
group090,6,25,3,L,kneeling right,2,5.0,5
group090,6,25,3,L,tail down,2,5.0,5
group090,6,25,3,L,blockier than other kneeling pose,5,5.0,5
group090,6,25,3,L,arms out straight,3,5.0,5
group090,6,25,3,L,arms t the right,4,5.0,5
group090,6,26,3,A,hunchback,1,4.0,5
group090,6,26,3,A,head falling off,3,4.0,5
group090,6,26,3,A,leg out to the left,5,4.0,5
group090,6,26,3,A,bear yep,2,4.0,5
group090,6,27,3,H,block with tail to the right,6,4.0,5
group090,6,27,3,H,no arms or legs,4,4.0,5
group090,6,28,3,D,looking left,2,5.0,5
group090,6,28,3,D,looks like lecturer on pulpit,5,5.0,5
group090,6,28,3,D,looks like book in hand,5,5.0,5
group090,6,28,3,D,arms to left holding book i would  say,8,5.0,5
group090,6,29,3,E,bunny ears,2,4.0,5
group090,6,29,3,E,triangle body,2,4.0,5
group090,6,30,3,F,man sitting under tree,4,5.0,5
group090,6,30,3,F,knees bent,2,5.0,5
group090,6,31,3,B,head tilted right,3,3.0,5
group090,6,31,3,B,triangle hands,2,3.0,5
group090,6,31,3,B,kneeling,1,3.0,5
group090,6,31,3,B,tail down,2,3.0,5
group090,6,31,3,B,arms facing out away from body,6,3.0,5
group090,6,31,3,B,not the graceful one,4,3.0,5
group090,6,31,3,B,more blocky,2,3.0,5
group090,6,31,3,B,kneeling head tilted right,4,3.0,5
group090,6,32,3,G,graceful pose,2,4.0,5
group090,6,32,3,G,back bent,2,4.0,5
group090,6,32,3,G,arm up and down,4,4.0,5
group090,6,33,3,K,nun,1,4.0,5
group090,6,33,3,K,slender pose kneeling,3,4.0,5
group090,6,33,3,K,to the right,3,4.0,5
group090,6,33,3,K,tail up,2,4.0,5
group090,6,34,3,J,body block,2,5.0,5
group090,6,34,3,J,straight line on top of body,6,5.0,5
group090,6,35,3,I,ice skater,2,5.0,5
group090,6,35,3,I,looking left,2,5.0,5
group090,6,36,4,H,"sitting down, no arms or legs, looks like a sack",10,5.0,5
group090,6,37,4,B,looks like a mouse,4,4.0,5
group090,6,37,4,B,head tilting to the right,5,4.0,5
group090,6,37,4,B,triangle coming from it,4,4.0,5
group090,6,37,4,B,no no the bunny ears,5,4.0,5
group090,6,37,4,B,one arm to the left,5,4.0,5
group090,6,37,4,B,the other triangle is attached to the bottom of the head,11,4.0,5
group090,6,37,4,B,triangle arms look like wings almost,6,4.0,5
group090,6,37,4,B,with head on top,4,4.0,5
group090,6,38,4,A,dancing bear,2,5.0,5
group090,6,39,4,G,looks like italy apparently,4,4.0,5
group090,6,39,4,G,body facing to the left,5,4.0,5
group090,6,39,4,G,arm to the right,4,4.0,5
group090,6,39,4,G,looks like somebody is lying down leaning on one arm,10,4.0,5
group090,6,39,4,G,head tilted to the left,5,4.0,5
group090,6,39,4,G,no curve,2,4.0,5
group090,6,40,4,K,looks like kneeling down praying,5,5.0,5
group090,6,40,4,K,tail upwards,2,5.0,5
group090,6,40,4,K,arms to the right,4,5.0,5
group090,6,41,4,D,standing up reading,3,4.0,5
group090,6,41,4,D,arms to the left,4,4.0,5
group090,6,42,4,J,body like a block,4,5.0,5
group090,6,42,4,J,small triangle arm to the right,6,5.0,5
group090,6,42,4,J,tiny tail to the right,5,5.0,5
group090,6,43,4,E,bunny ears,2,5.0,5
group090,6,44,4,L,"looks like priest is praying, but crouching",7,5.0,5
group090,6,44,4,L,arms to the right,4,5.0,5
group090,6,45,4,F,"sitting down, curved back",4,5.0,5
group090,6,45,4,F,as someone said - looks like they are sitting under a tree,12,5.0,5
group090,6,46,4,C,goalkeeper,1,5.0,5
group090,6,47,4,I,"ice skater - ps. well done to whoever went first, that was harder than it looks! :)",17,4.0,5
group090,6,47,4,I,arms to the left,4,4.0,5
group090,6,48,5,L,almost crouching knees bent almost praying facing right,8,5.0,5
group090,6,49,5,D,like someone giving a lecture or a priest giving a blessing with hands on the left,16,4.0,5
group090,6,50,5,F,the person under the apple tree with the neck,9,5.0,5
group090,6,50,5,F,legs bent facing left,4,5.0,5
group090,6,51,5,E,the bunny or girl in a kimono facing right,9,5.0,5
group090,6,52,5,H,the cocoon or sack with a tail to the right,10,3.0,5
group090,6,53,5,C,the goalkeeper diagonal body two hands in the air on both sides,12,5.0,5
group090,6,54,5,B,maybe this is the handmaid's tale on not too sure looks like she's kneeling two triangles for arms on either side one is only attached at the head,28,5.0,5
group090,6,55,5,I,the figure skater with one leg straight two arms on the left side a tail on the right,18,5.0,5
group090,6,56,5,J,the fat priest facing right very blocky body almost a rectangle on the left side,15,3.0,5
group090,6,56,5,J,has arm and leg,4,3.0,5
group090,6,56,5,J,on the same side,4,3.0,5
group090,6,56,5,J,on the right side,4,3.0,5
group090,6,57,5,A,the dancing bear or zombie doing thriller dance facing left one leg up the other leg straight head on the right side looks like it's falling off,27,4.0,5
group090,6,58,5,G,the graceful one doing the splits kind of with hands in the air head on a slant to the left,20,5.0,5
group090,6,58,5,G,to triangles on the right side,6,5.0,5
group090,6,59,5,K,the priest praying kneeling down with a tail on the left side facing up,14,5.0,5
group090,6,59,5,K,very interesting italy loll,4,5.0,5
group090,6,60,6,D,"standing up, facing left, reading book, etc",7,5.0,5
group090,6,60,6,D,priest at pulpit,3,5.0,5
group090,6,61,6,C,goalie!,1,3.0,5
group090,6,61,6,C,goalpost cheer pose,3,3.0,5
group090,6,62,6,K,"kneeling, facing right, tiny tail up a bit on left side",11,4.0,5
group090,6,63,6,E,bunny ears,2,3.0,5
group090,6,64,6,B,"""handmaid's tale""",2,4.0,5
group090,6,64,6,B,"two arms, one on each side",6,4.0,5
group090,6,65,6,G,graceful pose,2,5.0,5
group090,6,65,6,G,"""italy""",1,5.0,5
group090,6,66,6,I,ice skater,2,4.0,5
group090,6,66,6,I,"one foot on ground, one up",6,4.0,5
group090,6,67,6,A,dancing bear / zombie,4,4.0,5
group090,6,68,6,H,big sack,2,4.0,5
group090,6,68,6,H,metapod,1,4.0,5
group090,6,69,6,F,sitting under a tree,4,3.0,5
group090,6,70,6,J,"fat, blocky, straight line",4,5.0,5
group090,6,71,6,L,"kneeling, but NO tail",4,5.0,5
group090,6,71,6,L,facing right,2,5.0,5
group091,6,0,1,L,kneeled down and praying,4,2.0,5
group091,6,0,1,L,down,1,2.0,5
group091,6,1,1,E,sort of looks like a rabbit taking a nap,9,5.0,5
group091,6,2,1,K,"kneeled down and praying, but with feet up",8,3.0,5
group091,6,3,1,I,"balanced on one foot whilst leaning forward, with one foot back",11,5.0,5
group091,6,4,1,A,looking back after just taking a football kick,8,5.0,5
group091,6,4,1,A,balanced on one foot,4,5.0,5
group091,6,4,1,A,head  is sort of out of place,7,5.0,5
group091,6,5,1,B,on his knees pretending to be a chicken,8,4.0,5
group091,6,5,1,B,bless him,2,4.0,5
group091,6,5,1,B,or praying,2,4.0,5
group091,6,5,1,B,both knees down,3,4.0,5
group091,6,6,1,J,sitting by a wall,4,0.0,5
group091,6,6,1,J,with his arms up and crossed (?),7,0.0,5
group091,6,6,1,J,legs down,2,0.0,5
group091,6,6,1,J,sitting down,2,0.0,5
group091,6,7,1,D,standing up and reading,4,5.0,5
group091,6,7,1,D,arms holding the book,4,5.0,5
group091,6,8,1,G,"like a ghost, except his head is looking backwards",9,0.0,5
group091,6,8,1,G,or pulled backwards,3,0.0,5
group091,6,9,1,H,a baby in a blanket,5,4.0,5
group091,6,9,1,H,with his feet pointing out to the right,8,4.0,5
group091,6,9,1,H,no limbs sticking out,4,4.0,5
group091,6,9,1,H,man sitting by a wall except has no lower legs,10,4.0,5
group091,6,9,1,H,and no arms,3,4.0,5
group091,6,9,1,H,sitting on a wall on the left,7,4.0,5
group091,6,10,1,F,the one that looks most like a man sitting by a wall,12,4.0,5
group091,6,10,1,F,looking slightly down,3,4.0,5
group091,6,10,1,F,wall to the right,4,4.0,5
group091,6,10,1,F,head to the right,4,4.0,5
group091,6,10,1,F,feet to the left,4,4.0,5
group091,6,10,1,F,knees up,2,4.0,5
group091,6,10,1,F,head looking down,3,4.0,5
group091,6,11,1,C,classic ghost or man with his hands up,8,5.0,5
group091,6,11,1,C,slanted,1,5.0,5
group091,6,11,1,C,slanted to the left,4,5.0,5
group091,6,11,1,C,both arms up,3,5.0,5
group091,6,11,1,C,and out,2,5.0,5
group091,6,11,1,C,no legs ^,3,5.0,5
group091,6,12,2,G,"arms pointing to right, legs and head to left",9,5.0,5
group091,6,12,2,G,lunge-type position,2,5.0,5
group091,6,13,2,H,"no arms or legs pointing out, standing upright",8,3.0,5
group091,6,13,2,H,"no, hexagon shape on left side",6,3.0,5
group091,6,13,2,H,same shape on right side except triangle at bottom right,10,3.0,5
group091,6,14,2,J,similar to last - no obvious arms or legs pointing out,11,5.0,5
group091,6,14,2,J,flat left side,3,5.0,5
group091,6,14,2,J,jagged right side,3,5.0,5
group091,6,14,2,J,standing upright,2,5.0,5
group091,6,15,2,L,"whole body facing right, knees bent and arms up in praying position",12,3.0,5
group091,6,15,2,L,"stood up, knees in air",5,3.0,5
group091,6,16,2,A,"body facing to the left, head facing behind",8,5.0,5
group091,6,16,2,A,one leg off ground kicking forward to left,8,5.0,5
group091,6,16,2,A,arms up,2,5.0,5
group091,6,17,2,F,"sat on ground, whole body facing left, knees at right angle",11,5.0,5
group091,6,17,2,F,head tilted slightly forward/hunched over,5,5.0,5
group091,6,18,2,C,"whole body tilted to the left, as if falling over",10,5.0,5
group091,6,18,2,C,arms in air,3,5.0,5
group091,6,18,2,C,like a ghost falling over,5,5.0,5
group091,6,19,2,I,"right leg kicking behind to right, left leg on ground",10,5.0,5
group091,6,19,2,I,arms pointing forwards to the left,6,5.0,5
group091,6,20,2,E,looks like a rabbit sat down against a wall on the left,12,4.0,5
group091,6,20,2,E,bunny ears/arms above,3,4.0,5
group091,6,20,2,E,facing right,2,4.0,5
group091,6,21,2,K,"kneeled down, arms in pray position facing right",8,5.0,5
group091,6,21,2,K,legs up behind,3,5.0,5
group091,6,22,2,B,"facing right, kneeled down, legs behind, one arm in front and one behind",13,5.0,5
group091,6,22,2,B,head tilted slightly forwards,4,5.0,5
group091,6,23,2,D,"stood up, facing left, arms up in front of left side",11,4.0,5
group091,6,23,2,D,looks like a foot pointing out on left too,9,4.0,5
group091,6,23,2,D,"not kicking, both feet on ground",6,4.0,5
group091,6,23,2,D,and looks like holding book on left,7,4.0,5
group091,6,23,2,D,yeh flat side on right,5,4.0,5
group091,6,24,3,J,Holding a book to the right,6,4.0,5
group091,6,24,3,J,Wall on the left,4,4.0,5
group091,6,24,3,J,Head a perfect diamond,4,4.0,5
group091,6,24,3,J,Left and upper side of his body is a square . right side is jagged,15,4.0,5
group091,6,25,3,B,This is the chicken one for those who remember,9,4.0,5
group091,6,25,3,B,Triangle square triangle,3,4.0,5
group091,6,26,3,D,"Okay the robe one, where the wall could be on the right side of him",15,5.0,5
group091,6,26,3,D,Holding a book out to the left,7,5.0,5
group091,6,26,3,D,"Head is almost a perfect diamond, slanted slightly left",9,5.0,5
group091,6,26,3,D,Really looks like a podium,5,5.0,5
group091,6,27,3,H,"Alright thick body, with knees pointing out right",8,5.0,5
group091,6,27,3,H,"Head is a perfect diamond, but he has no neck.",10,5.0,5
group091,6,27,3,H,Arms are invisible,3,5.0,5
group091,6,27,3,H,Kind of looks like a shrimp,6,5.0,5
group091,6,27,3,H,"Like a jumbo shrimp, if the head was the tail",10,5.0,5
group091,6,27,3,H,knees if it were a guy are pointing right,9,5.0,5
group091,6,28,3,E,"The Rabbit one, bunny ears. Need I say more",9,5.0,5
group091,6,28,3,E,His head would be facing downwards looking at his feet,10,5.0,5
group091,6,28,3,E,His body is a mostly perfect right angle triangle,9,5.0,5
group091,6,28,3,E,Look for the bunny ears. The two triangles attached to a square head. Sitting down,15,5.0,5
group091,6,29,3,F,"Man sitting down on the ground, with a wall on the right hand side. He is looking downwards",18,5.0,5
group091,6,29,3,F,Looks like the right knee is bent.,7,5.0,5
group091,6,29,3,F,excuse me left knee is bent,6,5.0,5
group091,6,29,3,F,"His arms are at his sides, mostly invisible.",8,5.0,5
group091,6,29,3,F,Maybe wearing a coat or jacket,6,5.0,5
group091,6,29,3,F,Left?,1,5.0,5
group091,6,30,3,K,"Kneeling down, praying with feet point up to the sky.",10,5.0,5
group091,6,30,3,K,"Head is a perfect diamond, knees are visibly bent to the right.",12,5.0,5
group091,6,31,3,L,"Now, NOT the same one as just before, but the one where they're praying with their knees bent but still standing.",21,4.0,5
group091,6,31,3,L,"Arms and hands are together, as if holding a bible.",10,4.0,5
group091,6,31,3,L,Straight out to the right.,5,4.0,5
group091,6,31,3,L,"Yes, body facing right",4,4.0,5
group091,6,32,3,G,Legs are pointing out together with the body facing left.,10,4.0,5
group091,6,32,3,G,"The arms are behind, as if being supported on a pole, while sitting down",14,4.0,5
group091,6,32,3,G,Head is pretty hunched over to the left. Would hurt your neck if u tried.,15,4.0,5
group091,6,32,3,G,Hockey stick yes,3,4.0,5
group091,6,32,3,G,Like being sucked if you were clinging on to something on the right,13,4.0,5
group091,6,33,3,C,The classic ghost. Arms are up in the air,9,5.0,5
group091,6,33,3,C,Whole body slanted left,4,5.0,5
group091,6,33,3,C,The right arm is further from the head than left,10,5.0,5
group091,6,33,3,C,No legs visible,3,5.0,5
group091,6,34,3,I,The medicine ball lunge!,4,5.0,5
group091,6,34,3,I,Foot is facing out to the right,7,5.0,5
group091,6,34,3,I,"Arms are pointing left, as if holding a ball",9,5.0,5
group091,6,34,3,I,And the body is balancing on one leg,8,5.0,5
group091,6,34,3,I,The head is a perfect diamond.,6,5.0,5
group091,6,34,3,I,Yeah like a spinning back kick maybe lol,8,5.0,5
group091,6,35,3,A,So this is one of the football kickers,8,5.0,5
group091,6,35,3,A,"Looks like the right leg is out, left is on the ground",12,5.0,5
group091,6,35,3,A,He kind of looks like a lizard man or something,10,5.0,5
group091,6,35,3,A,Yes feet facing left,4,5.0,5
group091,6,35,3,A,Head is slanted really oddly to the right,8,5.0,5
group091,6,36,4,J,top and left is smooth like a square,8,4.0,5
group091,6,36,4,J,"arm is pointed out to the right, head is a perfect diamond",12,4.0,5
group091,6,36,4,J,looks like maybe a foot pointed out to right,9,4.0,5
group091,6,37,4,G,looks like they're lunging to the right,7,5.0,5
group091,6,37,4,G,"head is to the left, looks like a slightly slanted square",11,5.0,5
group091,6,38,4,L,looks like they're kneeling and praying but still stood up,10,4.0,5
group091,6,38,4,L,facing right,2,4.0,5
group091,6,39,4,D,"facing left, like reading a book",6,4.0,5
group091,6,39,4,D,looks like they're wearing a robe,6,4.0,5
group091,6,39,4,D,feet poking out at the bottom also facing left,9,4.0,5
group091,6,40,4,E,rabbit one,2,4.0,5
group091,6,40,4,E,left side is flat,4,4.0,5
group091,6,40,4,E,looks like a rabbit sitting down,6,4.0,5
group091,6,41,4,F,sitting against a wall facing left,6,5.0,5
group091,6,41,4,F,wall is on right,4,5.0,5
group091,6,41,4,F,knees bent,2,5.0,5
group091,6,42,4,B,chicken one,2,5.0,5
group091,6,42,4,B,with the 2 triangles,4,5.0,5
group091,6,43,4,K,kneeling and praying facing right with feet sticking up,9,5.0,5
group091,6,44,4,C,whole body slanting left with arms in the air,9,5.0,5
group091,6,45,4,A,head to the right with the arms out to the left,11,5.0,5
group091,6,45,4,A,one foot in the air to the left,8,5.0,5
group091,6,46,4,I,looks like an arabesque facing the left with their arms out to the left,14,4.0,5
group091,6,46,4,I,and one foot sticking out to the right,8,4.0,5
group091,6,46,4,I,yeah medicine ball,3,4.0,5
group091,6,46,4,I,head is a perfect diamond,5,4.0,5
group091,6,46,4,I,arms sticking out to the left and one leg sticking straight out to the right behind him,17,4.0,5
group091,6,46,4,I,one foot on the ground facing left,7,4.0,5
group091,6,47,4,H,the one that looks like a baby,7,4.0,5
group091,6,47,4,H,no arms,2,4.0,5
group091,6,48,5,I,"looks like an ice skater,  standing on one foot",9,5.0,5
group091,6,48,5,I,"other leg out behind,",4,5.0,5
group091,6,48,5,I,arms out to the left,5,5.0,5
group091,6,49,5,B,"kneeling, arms out both sides, chicken",6,5.0,5
group091,6,50,5,G,"hockey stick bottom, square head slightly angled",7,5.0,5
group091,6,50,5,G,arms to the right top and bottom,7,5.0,5
group091,6,50,5,G,black hole suckee!,3,5.0,5
group091,6,51,5,E,"rabbit ears, flat bottom",4,5.0,5
group091,6,52,5,F,"woman sitting down with a cape, knees up and facing left",11,4.0,5
group091,6,52,5,F,wall at her back to the right,7,4.0,5
group091,6,52,5,F,head down,2,4.0,5
group091,6,52,5,F,leg out to the left,5,4.0,5
group091,6,52,5,F,no arms,2,4.0,5
group091,6,53,5,A,bottom half looks like they've just kicked a ball,9,5.0,5
group091,6,53,5,A,top looks like they have a beak and are carrying a small flag behind,14,5.0,5
group091,6,53,5,A,legs facing left,3,5.0,5
group091,6,54,5,K,"kneeling to the right with a book, feet pointing upwards",10,5.0,5
group091,6,54,5,K,2 diamonds on top,4,5.0,5
group091,6,54,5,K,pointy feet,2,5.0,5
group091,6,54,5,K,possibly praying,2,5.0,5
group091,6,54,5,K,knees bent at the right,5,5.0,5
group091,6,55,5,D,"robe, reading a book, facing left, standing up with feet to the left",13,5.0,5
group091,6,55,5,D,diamond top centre,3,5.0,5
group091,6,55,5,D,"yes, or bishop!",3,5.0,5
group091,6,56,5,C,"slanted shadow or ghost, arms up, no feet",8,5.0,5
group091,6,57,5,L,"praying with book, facing right, legs zig zag",8,4.0,5
group091,6,57,5,L,"flat bottom, standing",3,4.0,5
group091,6,58,5,J,like a playing card with the right side torn off,10,5.0,5
group091,6,58,5,J,"flat top, left and bottom",5,5.0,5
group091,6,59,5,H,"baby with a blanket, or a hot water bottle",9,5.0,5
group091,6,59,5,H,no arms or feet,4,5.0,5
group091,6,60,6,D,"speaker facing left, like a professor",6,5.0,5
group091,6,60,6,D,"flat bottom, flat right",4,5.0,5
group091,6,61,6,L,"praying right, but feet flat, not behind",7,4.0,5
group091,6,62,6,H,"baby in blanket, no arms, no legs",7,4.0,5
group091,6,63,6,E,"sitting indian, bottom completely flat",5,5.0,5
group091,6,64,6,K,"praying right, feet up behind",5,5.0,5
group091,6,65,6,A,"football kick, one foot on the ground, both feet to the left",12,5.0,5
group091,6,66,6,C,"classic ghost, both arms up, no legs, slanting back to the left",12,5.0,5
group091,6,67,6,I,"one foot on the ground, other foot kick to the right",11,4.0,5
group091,6,68,6,B,"one of the two weird shapes, this one has triangle-square-triangle on top",12,5.0,5
group091,6,69,6,J,"left side all flat, diamond centered on top, feet and hands to the right",14,5.0,5
group091,6,70,6,F,"person sitting, facing left, wall on right,no arms, legs bent",10,5.0,5
group091,6,71,6,G,"one of the two weird shapes, lower left like hockey stick",11,4.0,5
group091,6,71,6,G,"arms like on a pole, yes",6,4.0,5
group092,6,0,1,H,looks like half a banana with a diamond on top,10,4.0,5
group092,6,0,1,H,no arms,2,4.0,5
group092,6,0,1,H,upright,1,4.0,5
group092,6,0,1,H,bottom leaning right,3,4.0,5
group092,6,1,1,F,looks like a person sitting,5,5.0,5
group092,6,1,1,F,legs bent towards the left,5,5.0,5
group092,6,1,1,F,diamond head hunched a little,5,5.0,5
group092,6,1,1,F,no arms,2,5.0,5
group092,6,1,1,F,head slightly down,3,5.0,5
group092,6,1,1,F,knees bent,2,5.0,5
group092,6,1,1,F,no head is a diamond,5,5.0,5
group092,6,2,1,D,standing upright,2,4.0,5
group092,6,2,1,D,looks like it holding hands open,6,4.0,5
group092,6,2,1,D,feet facing left,3,4.0,5
group092,6,2,1,D,looks like he's getting communion,5,4.0,5
group092,6,2,1,D,left,1,4.0,5
group092,6,2,1,D,might look like a waiter,5,4.0,5
group092,6,3,1,B,"messy, diamond on top with 2 triangles pointed below",9,5.0,5
group092,6,3,1,B,right below the diamond,4,5.0,5
group092,6,3,1,B,kinda sitting down doesn't look like a person,8,5.0,5
group092,6,3,1,B,one pointed left and the other pointed right,8,5.0,5
group092,6,3,1,B,below the triangles looks like a mountain,7,5.0,5
group092,6,4,1,L,looks like the waiter but knees bent pointed to the right,11,3.0,5
group092,6,4,1,L,standing upright,2,3.0,5
group092,6,4,1,L,yes if it looks like knees,6,3.0,5
group092,6,4,1,L,wait no flat base,4,3.0,5
group092,6,4,1,L,yes half knees,3,3.0,5
group092,6,4,1,L,its looks like a person standing bending their knees slightly,10,3.0,5
group092,6,4,1,L,holding out their hands to the right,7,3.0,5
group092,6,5,1,C,person raising both arms,4,5.0,5
group092,6,5,1,C,not centered,2,5.0,5
group092,6,5,1,C,no legs,2,5.0,5
group092,6,5,1,C,a bit to the left,5,5.0,5
group092,6,6,1,K,looks a person kneeling on the floor with their hands out to the right,14,4.0,5
group092,6,6,1,K,upright,1,4.0,5
group092,6,6,1,K,yes slight triangle,3,4.0,5
group092,6,6,1,K,yes diamond on top with and diamond bellow,8,4.0,5
group092,6,7,1,J,body is a square with a bite taken from it on the right,13,5.0,5
group092,6,7,1,J,diamond head,2,5.0,5
group092,6,7,1,J,bottom of the bite could look like feet,8,5.0,5
group092,6,7,1,J,yes to the right,4,5.0,5
group092,6,7,1,J,more of the bite is on the bottom,8,5.0,5
group092,6,7,1,J,yes whole left side is a square,7,5.0,5
